Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
1292,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.04,1.04,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1293,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.4,0.87,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1294,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.27,0.96,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1295,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,17.15,1.55,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1296,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.37,1.31,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1297,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.94,1.12,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1298,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.53,1.52,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1299,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.55,1.16,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1300,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.16,1.11,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1301,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.03,1.16,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1302,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,24.53,5.78,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1303,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,24.04,4.63,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1304,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,20.19,2.88,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1305,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,22.61,3.92,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1306,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,22.07,3.27,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1307,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,21.31,2.88,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1308,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.94,1.49,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1309,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.2,1.55,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1310,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,20.85,3,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1311,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,16.61,1.76,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1312,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,13.56,0.88,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1313,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.65,1.04,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1314,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,12.72,0.82,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1315,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,13.05,0.81,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1316,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.9,0.99,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1317,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.76,0.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1318,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,12.33,0.72,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1319,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.49,1,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1320,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,14.34,1,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1321,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,13.02,0.8,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1322,Phorcus sauciatus,Canary Island,09/07/2017,2017,7,15.2,1.16,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1323,Phorcus atratus,Canary Island,01/07/2017,2017,7,18.99,4.06,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1324,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.48,2.8,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1325,Phorcus atratus,Canary Island,01/07/2017,2017,7,19.34,3.68,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1326,Phorcus atratus,Canary Island,01/07/2017,2017,7,18.07,3.48,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1327,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.43,2.41,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1328,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.54,2.78,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1329,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.11,2.49,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1330,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.47,1.73,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1331,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.7,2.94,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1332,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.99,2.91,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1333,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.52,2.46,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1334,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.28,2.56,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1335,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.53,1.71,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1336,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.22,2.18,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1337,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.9,2.36,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1338,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.46,2.43,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1339,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.23,2.65,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1340,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.92,2.52,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1341,Phorcus atratus,Canary Island,01/07/2017,2017,7,13.81,1.31,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1342,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.03,2.89,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1343,Phorcus atratus,Canary Island,01/07/2017,2017,7,18.02,2.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1344,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.85,2.52,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1345,Phorcus atratus,Canary Island,01/07/2017,2017,7,18.09,2.98,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1346,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.58,2.61,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1347,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.21,1.76,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1348,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.75,1.94,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1349,Phorcus atratus,Canary Island,01/07/2017,2017,7,14,1.57,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1350,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.36,1.89,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1351,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.7,2.76,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1352,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.72,2.07,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1353,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.57,1.99,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1354,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.39,2.54,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1355,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.61,2.14,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1356,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.47,2.41,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1357,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.44,1.9,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1358,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.66,1.99,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1359,Phorcus atratus,Canary Island,01/07/2017,2017,7,14.86,1.85,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1360,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.87,2.84,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1361,Phorcus atratus,Canary Island,01/07/2017,2017,7,13.97,1.6,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1362,Phorcus atratus,Canary Island,01/07/2017,2017,7,14.52,1.5,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1363,Phorcus atratus,Canary Island,01/07/2017,2017,7,14.21,1.48,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1364,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.04,2.25,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1365,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.79,2.22,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1366,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.52,1.96,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1367,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.82,1.92,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1368,Phorcus atratus,Canary Island,01/07/2017,2017,7,14.98,1.97,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1369,Phorcus atratus,Canary Island,01/07/2017,2017,7,17.01,3.11,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1370,Phorcus atratus,Canary Island,01/07/2017,2017,7,14.29,1.48,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1371,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.57,2.37,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1372,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.3,2,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1373,Phorcus atratus,Canary Island,01/07/2017,2017,7,16.4,2.25,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
1374,Phorcus atratus,Canary Island,01/07/2017,2017,7,15.32,1.99,Tenerife,"28°22'34.6""N","16°48'24.9""W",Full access,Near,
